Name,Mode,MinExpLevel10,MaxExpLevel10,MinRepLevel,Priority,TID,TID2,RequiredTutorial,AnimationExportName,AnimationTitleTID,ConfirmButtonTID,FileName,HumanExportName,DelayMS,AutoCompleteOtherTutorial,ReplayTutorial,Target,ShopTarget,Action,StartAction,EndAction,RequiredCount,PeopleOrder,ArrowXOffset,ArrowYOffset,GoodReward,PositionX,PositionY,Disabled,TargetData,CinematicDelayMS,ResetOtherTutorial,TutorialGroup,HideIsoScarecrow,OnRails,XpReward,EnsureLevel,CameraOffsetX,CameraOffsetY,FloatingHeadTID,ShowInteractiveAnimation,InteractiveIconName,InteractiveAnimationOffsetX,InteractiveAnimationOffsetY,ShouldHideArrow,FloatingHeadLeftAnchor,FloatingHeadTopAnchor,FloatingHeadLayer,ShowHandSlideAnimation,ShouldShowShopArrow,RestrictedCameraBounds,SetCameraMinScaleMobile,SetCameraMinScaleTablet,FontSize,HideFloatingHeadWhenGOHUDIsVisible,TargetScrollScaleMobile,TargetScrollScaleTablet,ScrollDelayMS,SkipWaitForHud,RestrictedBoundsAreRelative,FloatingHeadExtraTID,HideFloatingHeadWhenShopIsVisible
Step108: Repair personal train,train,340,,4,111,,,Step107: Train tutorial completed,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,50,-100,,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step109: Visit neighborhood friend,train,340,,,112,,,Step108: Repair personal train,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,-70,,34,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step110: Bees unlocked,home,390,,,113,,,,,,,sc/humans.sc,scarecrow,1000,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step111: Buy beehive tree,home,390,,,114,,,Step110: Bees unlocked,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step112: Buy bee,home,390,,,115,,,Step111: Buy beehive tree,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step113: Buy nectar bush,home,390,,,116,,,Step112: Buy bee,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step113b: Wait for bees,home,390,,,117,,,Step113: Buy nectar bush,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step114: Bee tutorial end,home,390,,,118,,,Step113b: Wait for bees,,,,sc/humans.sc,scarecrow,2000,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step52e: Double tap info,home,70,,,60,,,,,,,sc/humans.sc,scarecrow,3000,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step115: Duck Salon unlocked,fishing,500,,,119,,,,,,,sc/fishing_humans.sc,pop_up_fisherman,,,,,,InstantComplete,,,,,,-90,,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step116: Video tutorial,home,180,,,120,,,Step91: Welcome to chat,tutorial_derby,TID_DERBY_TUTORIAL_TITLE,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,14,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step117: Tap Derby stand,home,180,,,121,,,Step116: Video tutorial,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,14,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step118: Derby rewards video,home,180,,,125,,,Step117: Tap Derby stand,tutorial_derby_rewards,TID_DERBY_TUTORIAL2_TITLE,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step119: Derby rewards outro,home,180,,,126,,,Step118: Derby rewards video,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,14,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step117b: Derby leagues 1,home,180,,,122,,,Step117: Tap Derby stand,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step117c: Derby leagues 2,home,180,,,123,,,Step117b: Derby leagues 1,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step117d: Derby opt out,home,180,,,124,,,Step117c: Derby leagues 2,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step118a: Champion league,home,,,,125,,,Step117d: Derby opt out,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step118b: Champion league,home,,,,126,,,Step118a: Champion league,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step118c: Champion league,home,,,,127,,,Step118b: Champion league,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step118d: Champion league,home,,,,128,,,Step118c: Champion league,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step119: Open Edit Mode,home,230,239,,129,,,,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step120: Helper intro,home,330,,,130,,,,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,25,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step121: Helper 1,home,330,,,131,,,Step120: Helper intro,,,,sc/humans03.sc,popup_helper_caretaker,,,,,,InstantComplete,,,,,,,,25,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step122: Helper 2,home,330,,,132,,,Step121: Helper 1,,,,sc/humans03.sc,popup_helper_miller,,,,,,InstantComplete,,,,,,,,25,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step123: Helper info button,home,330,,,133,,,Step122: Helper 2,,,,,,,,,,,InstantComplete,,,,,-150,,,25,-9,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step124: Helper storage,home,330,,,134,,,Step122: Helper 2,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,25,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step125: Helper crops,home,330,,,135,,,Step124: Helper storage,,,,sc/humans03.sc,popup_helper_caretaker,,,,,,InstantComplete,,,,,,,,25,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step126: Boosters unlocked,home,350,,,137,,,,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step127: Boosters activate booster,home,350,,,139,,,Step126: Boosters unlocked,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,-20,,25,33,,MoreXP_lv1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step128: Boosters booster activated,home,350,,,140,,,Step127: Boosters activate booster,,,,sc/humans.sc,scarecrow,,Step128: Boosters booster activated,,,,InstantComplete,,,,,,,,25,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step129: Boosters more info,home,350,,,141,,,Step128: Boosters booster activated,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,25,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step130: Boosters more info,home,350,,,141,,,Step129: Boosters more info,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,25,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step131: Repair book stand,train,340,,3,142,,,,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,-30,-100,,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step132: Book stand repaired,train,340,,3,143,,,Step131: Repair book stand,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,-30,-100,,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step133: Open book,train,340,,3,144,,,Step132: Book stand repaired,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,50,-100,,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step134: Place animal house,train,340,,3,145,,,Step133: Open book,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step135: First animal,train,340,,3,146,,,Step134: Place animal house,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step136: Sanctuary info 1,train,340,,3,147,,,Step135: First animal,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step137: Sanctuary info 2,train,340,,3,148,,,Step136: Sanctuary info 1,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step138: Sanctuary info 3,train,340,,3,149,,,Step137: Sanctuary info 2,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step139: Follow builder,home,310,,,150,,,,,,,,,,,,,,InstantComplete,,,,,,,,27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step140: Builder arrives,home,310,,,151,,,,,,,sc/humans.sc,scarecrow,2000,,,,,InstantComplete,,,,,,,,27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step141: Select stand and start customization,home,310,,,151,,,Step140: Builder arrives,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step142: End customization,home,310,,,151,,,Step141: Select stand and start customization,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step143: Builder info 1,home,310,,,151,,,Step142: End customization,,,,sc/humans.sc,scarecrow,7000,,,,,InstantComplete,,,,,,,,27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step144: Builder info 2,home,310,,,151,,,Step143: Builder info 1,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step145: Valley intro,home,250,,,152,,,,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step146: Tap on valley sign,home,250,,,152,,,Step145: Valley intro,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,60,-70,,5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step147: Valley info 1,home,250,,,152,,,Step146: Tap on valley sign,,,,sc/humans.sc,scarecrow,500,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step148: Fuel info 1,home,250,,,152,,,Step147: Valley info 1,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step149: First fuel spin,home,250,,,152,,,Step148: Fuel info 1,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step150: Fuel info 2,home,250,,,152,,,Step149: First fuel spin,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step151: Valley daily quests,home,250,,,152,,,Step150: Fuel info 2,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step152: Valley info 2,home,250,,,152,,,Step151: Valley daily quests,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step153: Glowing valley rewards button,home,250,,,152,,,Step152: Valley info 2,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step154: Valley info 3,home,250,,,152,,,Step153: Glowing valley rewards button,,,,sc/humans.sc,scarecrow,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step155: Farm Pass cinematic start,home,110,,,1,,,,,,,,,4000,,,,,InstantComplete,,,,,30,-120,,,,,,5000,Step156: Tap on chick house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step156: Tap on chick house,home,110,,,1,,,Step155: Farm Pass cinematic start,,,,,,,,,,,InstantComplete,,,,,30,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step157: Existing player age,home,,,,,,,Step18: Name your farm,,,,sc/humans.sc,popup_mike,,,,,,InstantComplete,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step158: Daily Tasks,home,80,,,152,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step159: Deco Sticker Book,home,,,,,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step160: Ai visiting New Character 1,ai,50,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step161: Ai visiting New Character 2,ai,50,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step162: Ai visiting New Character 3,ai,50,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step163: Ai visiting New Character 4,ai,50,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step164: Ai visiting New Character 5,ai,50,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step165: Ai visiting gift boxes 1,ai,50,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step166: Ai visiting gift boxes 2,ai,50,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step167: Ai visiting gift boxes 3,ai,50,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step168: Ai visiting gift boxes 4,ai,50,90,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step169: ATT Popup,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step170: GameCenter,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step171: Notification Popup,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step172: UserCentrics,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step173: IntroStart,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step174: IntroStep1,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step175: IntroStep2,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step176: IntroStep3,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step177: IntroStep4,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step178: IntroStep5,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step179: IntroStep6,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step180: IntroEnd,home,9999999,,,9999999,,,,,,,,,,,,,,InstantComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Intro char,home,10,,,1,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Harvest,home,10,,,2,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_Harvest,TRUE,tool_harvest,1,1,,0.26,0.12,8,,,-4;-5;8;10,0.3,0.7,,,0.5,1.2,,,TRUE,TID_TUTORIAL_V2_Harvest_Part2,
V2: Seeding,home,10,,,3,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,0,-1,TID_TUTORIAL_V2_Seeding,TRUE,tool_plant_wheat,1,1,,0.26,0.05,8,,,-4;-5;8;10,0.3,0.7,,,,1.1,,TRUE,TRUE,TID_TUTORIAL_V2_Seeding_Part2,
V2: Place first Chicken,home,10,,,5,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,5,,,,,,,,,,,NewFtue,TRUE,TRUE,,,1,4,TID_TUTORIAL_V2_PlaceChicken,,,,,TRUE,0.15,0.75,8,TRUE,TRUE,9;19;8;8,0.3,0.7,,,,1.4,1250,,,,TRUE
V2: Place second Chicken,home,10,,,5,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,6,,,,,,,,,,,NewFtue,TRUE,TRUE,,2,1,4,TID_TUTORIAL_V2_PlaceChicken2,,,,,TRUE,0.55,0.68,8,TRUE,TRUE,9;19;8;8,0.3,0.7,,,,1.2,,,,,
V2: Place third Chicken,home,10,,,5,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,6,,,,,,,TRUE,,,,NewFtue,TRUE,TRUE,,2,,,TID_TUTORIAL_V2_PlaceChicken3,,,,,TRUE,0.5,0.75,8,TRUE,TRUE,9;19;8;8,0.3,0.7,,,,1.2,,,,,
V2: Build Feed Mill,home,20,,,7,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,9,21,TID_TUTORIAL_V2_BuildFeedMill,,,,,,0.15,0.75,4,TRUE,TRUE,8;21;12;12,0.3,0.7,,,,0.9,,,,,TRUE
V2: Speedup Feed Mill,home,20,30,,7,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_CompleteFeedMill,,,,,,0.35,0.1,4,,,-4;-5;8;10,0.3,0.7,,,,1.1,,,TRUE,,
V2: Place fields,home,20,,,8,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,9,,,,,,,,,,,NewFtue,TRUE,TRUE,,,20,24,TID_TUTORIAL_V2_PlaceFields,,,,,,0.15,0.75,8,TRUE,TRUE,16;18;12;12,0.3,0.7,,,,0.9,2000,,,,TRUE
V2: Plant Corn,home,20,,,9,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_PlantCorn,,tool_plant_corn,,,,0.35,0.1,4,,,-4;-5;8;10,0.3,0.7,,TRUE,,1.2,,,TRUE,,
V2: Speed up Corn,home,20,30,,10,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_SpeedUpCorn,,,,,,0.35,0.1,4,,,-4;-5;8;10,0.3,0.7,,,,1.1,,,TRUE,,
V2: Harvest Corn,home,20,,,11,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_HarvestCorn,,tool_harvest,,,,0.35,0.1,8,,,-4;-5;8;10,0.3,0.7,,,,1.1,500,,TRUE,,
V2: Produce Chicken Feed,home,20,,,12,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,2,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_ProduceChickenFeed,,,,,,0.35,0.1,8,TRUE,,-4;-5;8;10,0.3,0.7,,TRUE,,1.2,,TRUE,TRUE,,
V2: Speed up Chicken Feed,home,20,,,13,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,2,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_SpeedUpChickenFeed,,,,,,0.35,0.1,8,,,-4;-5;8;10,0.3,0.7,,,,1.1,,,TRUE,,
V2: Feed 3 Chickens,home,30,,,14,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,3,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_FeedChickens,,,,,,0.35,0.1,4,TRUE,,-4;-5;8;10,0.3,0.7,,TRUE,,1.4,,,TRUE,,
V2: Chicken Speedup1,home,30,40,,19,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_SpeedChicken1,,,,,,0.35,0.1,4,,,-4;-5;8;10,0.3,0.7,,,,1.4,,,TRUE,,
V2: Chicken Speedup2,home,30,40,,20,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_SpeedChicken2,,,,,,0.35,0.1,4,,,-4;-5;8;10,0.3,0.7,,,,1.4,,,TRUE,,
V2: Chicken Speedup3,home,30,40,,21,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_SpeedChicken3,,,,,,0.35,0.1,4,,,-4;-5;8;10,0.3,0.7,,,,1.4,,,TRUE,,
V2: Chicken Collecting,home,30,,,22,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_CollectEggs,,,,,,0.35,0.1,8,TRUE,,-4;-5;8;10,0.3,0.7,,,,1.2,,,TRUE,,
V2: Car Arrives,home,30,,,23,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,2000,TRUE,,,
V2: Complete First Order,home,30,,,25,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,40,-50,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_CompleteFirstOrder,,,,,,0.3,0.05,4,,,,0.3,0.7,,,,1.2,,,,,
V2: Buy Bakery,home,40,,,26,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,19,19,TID_TUTORIAL_V2_BuyBakery,,,,,,0.15,0.75,4,TRUE,TRUE,16;13;12;12,0.3,0.7,,,,0.9,,,,,TRUE
V2: Speedup Bakery,home,40,,,26,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_SpeedBakery,,,,,,0.35,0.1,4,,,-4;-5;8;10,0.3,0.7,,,,1.2,,,TRUE,,
V2: Bake Bread,home,40,,,26,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_BakeBread,,,,,,0.35,0.1,4,,,-4;-5;8;10,0.3,0.7,,TRUE,,1.1,,,TRUE,,
V2: SpeedUp Bread,home,40,50,,26,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_SpeedBread,,,,,,0.35,0.1,8,,,-4;-5;8;10,0.3,0.7,,,,1,,,TRUE,,
V2: Guest appears,home,40,,,27,,,,,,,sc/humans.sc,<default>,7000,,,,,InstantComplete,,,,B,,-90,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_GuestAppears,,,,,,0.35,0.1,4,,,,0.3,0.7,,,,0.8,,TRUE,,,
V2: Collect the coins,home,30,,,26,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,-20,-50,,,,,,,,NewFtue,TRUE,TRUE,,4,,,TID_TUTORIAL_V2_CollectFirstOrder,,,,,,0.35,0.1,4,,,,0.3,0.7,,,,0.7,,,,,
V2: SellBreadStart,home,40,,,28,,,,,,,sc/humans.sc,popup_joan,,,,,,InstantComplete,,,,B,,-120,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Sell Bread,home,40,,,29,,,,,,,sc/humans.sc,popup_joan,,,,,,InstantComplete,,,,B,,-120,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Complete Second Order,home,40,,,30,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,40,-50,,,,,,,,NewFtue,TRUE,TRUE,,5,,,TID_TUTORIAL_V2_CompleteSecondOrder,,,,,,0.3,0.05,4,,,-4;-5;8;10,0.3,0.7,,,,,,,TRUE,,
V2: Ai visiting 1,home,50,,,30,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
